Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-101.399994,1.000000,0.000000,0.999910,0.000000,0.000000
2.000000,0.000000,-100.199997,1.000000,0.000000,0.999720,0.000000,0.000000
3.000000,0.000000,-100.599998,1.000000,0.000000,0.999080,0.000000,0.000000
4.000000,0.000000,-104.049988,1.000000,0.000000,0.997670,0.000000,0.000000
5.000000,0.000000,-103.639992,1.000000,0.000000,0.997510,0.000000,0.000000
6.000000,0.000000,-102.899994,1.000000,0.000000,0.997340,0.000000,0.000000
7.000000,0.000000,-102.942856,1.000000,0.000000,0.997120,0.000000,0.000000
8.000000,0.000000,-102.987495,1.000000,0.000000,0.996760,0.000000,0.000000
9.000000,0.000000,-103.011108,1.000000,0.000000,0.996210,0.000000,0.000000
10.000000,0.000000,-103.000000,1.000000,0.000000,0.996050,0.000000,0.000000
11.000000,0.000000,-102.809090,1.000000,0.000000,0.995930,0.000000,nan
12.000000,0.000000,-102.466667,1.000000,0.000000,0.995620,0.000000,nan
13.000000,0.000000,-102.215378,1.000000,0.000000,0.995510,0.000000,nan
14.000000,0.000000,-101.999992,1.000000,0.000000,0.995400,0.000000,nan
15.000000,0.000000,-101.853325,1.000000,0.000000,0.995230,0.000000,nan
16.000000,0.000000,-101.912498,1.000000,0.000000,0.994850,0.000000,nan
17.000000,0.000000,-101.970589,1.000000,0.000000,0.994690,0.000000,nan
18.000000,0.000000,-102.005554,1.000000,0.000000,0.994470,0.000000,nan
19.000000,0.000000,-101.973686,1.000000,0.000000,0.994190,nan,nan
20.000000,0.000000,-102.270004,1.000000,0.000000,0.993510,nan,nan
21.000000,0.000000,-102.357140,1.000000,0.000000,0.992510,nan,nan
22.000000,0.000000,-102.286369,1.000000,0.000000,0.992170,nan,nan
23.000000,0.000000,-102.147835,1.000000,0.000000,0.992080,nan,nan
24.000000,0.000000,-102.170837,1.000000,0.000000,0.991870,nan,nan
25.000000,0.040000,-94.048004,0.960000,0.000000,0.991510,nan,nan
26.000000,0.038462,-94.419235,0.961538,0.000000,0.991220,nan,nan
27.000000,0.037037,-94.874077,0.962963,0.000000,0.990390,nan,nan
28.000000,0.035714,-95.182144,0.964286,0.000000,0.990050,nan,nan
29.000000,0.034483,-95.324142,0.965517,0.000000,0.989410,nan,nan
30.000000,0.033333,-95.526665,0.966667,0.000000,0.989190,nan,nan
31.000000,0.032258,-95.893547,0.967742,0.000000,0.988740,nan,nan
32.000000,0.031250,-96.293747,0.968750,0.000000,0.988110,nan,nan
33.000000,0.030303,-96.512115,0.969697,0.000000,0.987920,nan,nan
34.000000,0.029412,-96.676468,0.970588,0.000000,0.987740,nan,nan
35.000000,0.028571,-96.908569,0.971429,0.000000,0.987020,nan,nan
36.000000,0.027778,-97.116669,0.972222,0.000000,0.986650,nan,nan
37.000000,0.027027,-97.405403,0.972973,0.000000,0.985270,nan,nan
38.000000,0.026316,-97.702629,0.973684,0.000000,0.984730,nan,nan
39.000000,0.025641,-97.856407,0.974359,0.000000,0.984500,nan,nan
40.000000,0.025000,-97.947495,0.975000,0.000000,0.984410,nan,nan
41.000000,0.024390,-98.039024,0.975610,0.000000,0.984250,nan,nan
42.000000,0.023810,-98.076187,0.976190,0.000000,0.984000,nan,nan
43.000000,0.046512,-93.460457,0.953488,0.000000,0.983960,nan,nan
44.000000,0.045455,-93.727272,0.954545,0.000000,0.983430,nan,nan
45.000000,0.044444,-93.842216,0.955556,0.000000,0.983230,nan,nan
46.000000,0.043478,-94.110870,0.956522,0.000000,0.981630,nan,nan
47.000000,0.042553,-94.272346,0.957447,0.000000,0.981530,nan,nan
48.000000,0.041667,-94.393761,0.958333,0.000000,0.981390,nan,nan
49.000000,0.040816,-94.553070,0.959184,0.000000,0.981250,nan,nan
50.000000,0.040000,-94.704010,0.960000,0.000000,0.980860,nan,nan
51.000000,0.039216,-94.803932,0.960784,0.000000,0.980660,nan,nan
52.000000,0.038462,-94.942314,0.961538,0.000000,0.980500,nan,nan
53.000000,0.037736,-95.092461,0.962264,0.000000,0.979740,nan,nan
54.000000,0.037037,-95.309265,0.962963,0.000000,0.978920,nan,nan
55.000000,0.036364,-95.352737,0.963636,0.000000,0.978390,nan,nan
56.000000,0.035714,-95.441078,0.964286,0.000000,0.978210,nan,nan
57.000000,0.035088,-95.570175,0.964912,0.000000,0.977950,nan,nan
58.000000,0.034483,-95.636208,0.965517,0.000000,0.977830,nan,nan
59.000000,0.033898,-95.837288,0.966102,0.000000,0.977260,nan,nan
60.000000,0.033333,-95.894997,0.966667,0.000000,0.976890,nan,nan
61.000000,0.032787,-95.957375,0.967213,0.000000,0.976680,nan,nan
62.000000,0.032258,-96.141930,0.967742,0.000000,0.975890,nan,nan
63.000000,0.031746,-96.271423,0.968254,0.000000,0.975060,nan,nan
64.000000,0.031250,-96.367180,0.968750,0.000000,0.974940,nan,nan
65.000000,0.030769,-96.572304,0.969231,0.000000,0.974350,nan,nan
66.000000,0.030303,-96.677269,0.969697,0.000000,0.974160,nan,nan
67.000000,0.029851,-96.826866,0.970149,0.000000,0.973120,nan,nan
68.000000,0.029412,-96.914703,0.970588,0.000000,0.972830,nan,nan
69.000000,0.028986,-97.014488,0.971014,0.000000,0.972130,nan,nan
70.000000,0.028571,-97.061417,0.971429,0.000000,0.971800,nan,nan
71.000000,0.028169,-97.160553,0.971831,0.000000,0.971070,nan,nan
72.000000,0.027778,-97.195831,0.972222,0.000000,0.970860,nan,nan
73.000000,0.027397,-97.254791,0.972603,0.000000,0.970710,nan,nan
74.000000,0.027027,-97.362160,0.972973,0.000000,0.970390,nan,nan
75.000000,0.026667,-97.437332,0.973333,0.000000,0.970210,nan,nan
76.000000,0.026316,-97.485527,0.973684,0.000000,0.969900,nan,nan
77.000000,0.025974,-97.636360,0.974026,0.000000,0.969160,nan,nan
78.000000,0.025641,-97.847435,0.974359,0.000000,0.967840,nan,nan
79.000000,0.025316,-97.994942,0.974684,0.000000,0.966540,nan,nan
80.000000,0.025000,-98.060005,0.975000,0.000000,0.965270,nan,nan
81.000000,0.024691,-98.116051,0.975309,0.000000,0.965110,nan,nan
82.000000,0.024390,-98.181709,0.975610,0.000000,0.964920,nan,nan
83.000000,0.024096,-98.224106,0.975904,0.000000,0.964790,nan,nan
84.000000,0.023810,-98.253578,0.976190,0.000000,0.964650,nan,nan
85.000000,0.023529,-98.284721,0.976471,0.000000,0.964530,nan,nan
86.000000,0.023256,-98.374435,0.976744,0.000000,0.964170,nan,nan
87.000000,0.022989,-98.383926,0.977012,0.000000,0.964060,nan,nan
88.000000,0.022727,-98.394333,0.977273,0.000000,0.963690,nan,nan
89.000000,0.022472,-98.414619,0.977528,0.000000,0.963560,nan,nan
90.000000,0.022222,-98.458908,0.977778,0.000000,0.963410,nan,nan
91.000000,0.021978,-98.522003,0.978022,0.000000,0.963110,nan,nan
92.000000,0.021739,-98.540237,0.978261,0.000000,0.962710,nan,nan
93.000000,0.021505,-98.587128,0.978495,0.000000,0.962340,nan,nan
94.000000,0.021277,-98.618111,0.978723,0.000000,0.962250,nan,nan
95.000000,0.021053,-98.721085,0.978947,0.000000,0.961590,nan,nan
96.000000,0.020833,-98.775032,0.979167,0.000000,0.961320,nan,nan
97.000000,0.020619,-98.780441,0.979381,0.000000,0.961190,nan,nan
98.000000,0.020408,-98.793907,0.979592,0.000000,0.961080,nan,nan
99.000000,0.020202,-98.793968,0.979798,0.000000,0.960870,nan,nan
100.000000,0.020000,-98.837021,0.980000,0.000000,0.960640,nan,nan
101.000000,0.020000,-98.858017,0.980000,0.000000,0.960270,nan,nan
102.000000,0.020000,-98.886024,0.980000,0.000000,0.960150,nan,nan
103.000000,0.020000,-98.883018,0.980000,0.000000,0.959990,nan,nan
104.000000,0.020000,-98.720016,0.980000,0.000000,0.959320,nan,nan
105.000000,0.020000,-98.726028,0.980000,0.000000,0.958920,nan,nan
106.000000,0.020000,-98.748016,0.980000,0.000000,0.958730,nan,nan
107.000000,0.020000,-98.735016,0.980000,0.000000,0.957960,nan,nan
108.000000,0.020000,-98.703018,0.980000,0.000000,0.957760,nan,nan
109.000000,0.020000,-98.748016,0.980000,0.000000,0.957240,nan,nan
110.000000,0.020000,-98.712021,0.980000,0.000000,0.957080,nan,nan
111.000000,0.020000,-98.718018,0.980000,0.000000,0.956960,nan,nan
112.000000,0.020000,-98.810020,0.980000,0.000000,0.956310,nan,nan
113.000000,0.020000,-98.814026,0.980000,0.000000,0.956210,nan,nan
114.000000,0.020000,-98.846024,0.980000,0.000000,0.955790,nan,nan
115.000000,0.020000,-98.834023,0.980000,0.000000,0.955560,nan,nan
116.000000,0.020000,-98.827019,0.980000,0.000000,0.955350,nan,nan
117.000000,0.020000,-98.800018,0.980000,0.000000,0.955100,nan,nan
118.000000,0.020000,-98.863014,0.980000,0.000000,0.954430,nan,nan
119.000000,0.020000,-98.850021,0.980000,0.000000,0.954320,nan,nan
120.000000,0.020000,-98.873016,0.980000,0.000000,0.952280,nan,nan
121.000000,0.020000,-98.925018,0.980000,0.000000,0.951470,nan,nan
122.000000,0.020000,-98.958015,0.980000,0.000000,0.951130,nan,nan
123.000000,0.020000,-98.965019,0.980000,0.000000,0.950990,nan,nan
124.000000,0.020000,-99.007019,0.980000,0.000000,0.950510,nan,nan
125.000000,0.010000,-101.037018,0.990000,0.000000,0.949610,nan,nan
126.000000,0.010000,-101.078026,0.990000,0.000000,0.948650,nan,nan
127.000000,0.010000,-101.044037,0.990000,0.000000,0.948470,nan,nan
128.000000,0.010000,-101.029030,0.990000,0.000000,0.948340,nan,nan
129.000000,0.010000,-101.103027,0.990000,0.000000,0.947780,nan,nan
130.000000,0.010000,-101.124031,0.990000,0.000000,0.947560,nan,nan
131.000000,0.010000,-101.112030,0.990000,0.000000,0.947050,nan,nan
132.000000,0.010000,-101.067032,0.990000,0.000000,0.946420,nan,nan
133.000000,0.010000,-101.034035,0.990000,0.000000,0.946110,nan,nan
134.000000,0.010000,-101.050026,0.990000,0.000000,0.945910,nan,nan
135.000000,0.010000,-101.033028,0.990000,0.000000,0.945650,nan,nan
136.000000,0.010000,-101.033028,0.990000,0.000000,0.945220,nan,nan
137.000000,0.010000,-100.955032,0.990000,0.000000,0.944950,nan,nan
138.000000,0.010000,-100.930031,0.990000,0.000000,0.944280,nan,nan
139.000000,0.010000,-100.913025,0.990000,0.000000,0.944150,nan,nan
140.000000,0.010000,-101.014030,0.990000,0.000000,0.942820,nan,nan
141.000000,0.010000,-101.014030,0.990000,0.000000,0.942690,nan,nan
142.000000,0.010000,-101.083031,0.990000,0.000000,0.941930,nan,nan
