Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-106.599998,1.000000,0.000000,0.999823,0.000000,0.000000
2.000000,0.000000,-101.900002,1.000000,0.000000,0.999650,0.000000,0.000000
3.000000,0.000000,-101.000000,1.000000,0.000000,0.999523,0.000000,0.000000
4.000000,0.000000,-102.449997,1.000000,0.000000,0.999390,0.000000,0.000000
5.000000,0.000000,-105.559998,1.000000,0.000000,0.998990,0.000000,313.980621
6.000000,0.000000,-106.033325,1.000000,0.000000,0.998740,0.000000,262.990234
7.000000,0.000000,-105.028564,1.000000,0.000000,0.998467,-0.133657,231.834595
8.000000,0.000000,-107.062492,1.000000,0.000000,0.997997,-0.133657,259.470612
9.000000,0.000000,-106.399994,1.000000,0.000000,0.997863,-0.133657,265.227112
10.000000,0.000000,-106.279991,1.000000,0.000000,0.997707,-0.133657,250.540268
