Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-102.799995,1.000000,0.000000,0.999450,0.000000,0.000000
2.000000,0.000000,-100.949997,1.000000,0.000000,0.999300,0.000000,0.000000
3.000000,0.000000,-101.566658,1.000000,0.000000,0.998140,0.000000,0.000000
4.000000,0.000000,-100.824997,1.000000,0.000000,0.997550,0.000000,229.636810
5.000000,0.000000,-100.500000,1.000000,0.000000,0.997230,0.670093,233.412857
6.000000,0.000000,-100.333336,1.000000,0.000000,0.997090,0.670093,232.660950
7.000000,0.000000,-100.557144,1.000000,0.000000,0.996740,0.670093,226.181641
8.000000,0.000000,-100.675003,1.000000,0.000000,0.996590,0.670093,226.067749
9.000000,0.000000,-101.666664,1.000000,0.000000,0.995870,0.670093,235.425293
10.000000,0.000000,-101.699997,1.000000,0.000000,0.995770,0.670093,240.281265
11.000000,0.000000,-102.436356,1.000000,0.000000,0.994290,2.098243,149.502426
12.000000,0.000000,-102.241661,1.000000,0.000000,0.993880,2.098243,121.861015
13.000000,0.000000,-102.015381,1.000000,0.000000,0.993750,2.098243,117.885002
14.000000,0.000000,-101.864281,1.000000,0.000000,0.993620,2.098243,116.001534
15.000000,0.000000,-101.826668,1.000000,0.000000,0.993480,2.098243,111.384102
16.000000,0.000000,-101.931252,1.000000,0.000000,0.993050,2.098243,144.393982
17.000000,0.000000,-101.964706,1.000000,0.000000,0.992880,2.098243,156.408234
18.000000,0.000000,-102.000000,1.000000,0.000000,0.992690,2.098243,171.866562
19.000000,0.000000,-102.347366,1.000000,0.000000,0.991780,2.213025,158.686417
20.000000,0.000000,-102.375000,1.000000,0.000000,0.991560,2.213025,149.191284
21.000000,0.000000,-102.361908,1.000000,0.000000,0.991410,2.213025,138.249756
22.000000,0.000000,-102.245461,1.000000,0.000000,0.991240,2.213025,123.716904
23.000000,0.000000,-102.117401,1.000000,0.000000,0.991080,2.213025,123.074280
24.000000,0.000000,-102.087502,1.000000,0.000000,0.990950,2.213025,134.288025
25.000000,0.000000,-102.012001,1.000000,0.000000,0.990820,2.213025,153.088898
26.000000,0.000000,-102.253853,1.000000,0.000000,0.989700,1.633638,177.328506
27.000000,0.000000,-102.200005,1.000000,0.000000,0.989510,1.841245,169.783493
28.000000,0.000000,-102.114296,1.000000,0.000000,0.989280,0.585520,166.302948
29.000000,0.000000,-102.034492,1.000000,0.000000,0.989110,0.585520,172.159821
30.000000,0.000000,-102.056671,1.000000,0.000000,0.988720,0.858981,191.722733
31.000000,0.000000,-102.012909,1.000000,0.000000,0.988370,0.858981,192.998550
32.000000,0.000000,-101.981255,1.000000,0.000000,0.988140,0.858981,188.701309
33.000000,0.000000,-101.909096,1.000000,0.000000,0.988010,0.858981,183.487137
34.000000,0.000000,-101.961769,1.000000,0.000000,0.987330,0.858981,167.124786
35.000000,0.000000,-101.957153,1.000000,0.000000,0.987210,1.397114,170.547531
36.000000,0.000000,-101.952789,1.000000,0.000000,0.986970,1.397114,170.745285
37.000000,0.027027,-96.491898,0.972973,0.000000,0.986960,1.397114,171.647339
38.000000,0.026316,-96.686844,0.973684,0.000000,0.986330,1.355506,182.171295
39.000000,0.025641,-96.797440,0.974359,0.000000,0.986040,1.355506,172.990524
40.000000,0.025000,-97.030006,0.975000,0.000000,0.985300,1.376174,142.400314
41.000000,0.024390,-97.297569,0.975610,0.000000,0.984270,1.376174,116.712860
42.000000,0.023810,-97.616676,0.976190,0.000000,0.983330,1.348972,125.455635
43.000000,0.023256,-97.716286,0.976744,0.000000,0.983220,1.348972,131.347000
44.000000,0.022727,-97.863647,0.977273,0.000000,0.982380,1.366552,162.459900
45.000000,0.022222,-97.888901,0.977778,0.000000,0.982250,1.366552,162.598801
46.000000,0.043478,-93.580452,0.956522,0.000000,0.982220,1.366552,163.659760
47.000000,0.042553,-93.861710,0.957447,0.000000,0.981700,1.336979,176.568420
48.000000,0.041667,-93.962517,0.958333,0.000000,0.981120,1.417927,156.552643
49.000000,0.040816,-94.330627,0.959184,0.000000,0.978270,1.221508,124.716934
50.000000,0.040000,-94.482010,0.960000,0.000000,0.977950,1.221508,124.882317
51.000000,0.039216,-94.576477,0.960784,0.000000,0.977820,0.980074,122.089218
52.000000,0.038462,-94.715385,0.961538,0.000000,0.977550,0.876428,124.341942
53.000000,0.037736,-94.794342,0.962264,0.000000,0.977320,0.883043,135.683823
54.000000,0.037037,-94.887032,0.962963,0.000000,0.977180,0.883043,134.924377
55.000000,0.036364,-95.003632,0.963636,0.000000,0.977070,0.883043,141.827164
56.000000,0.035714,-95.135704,0.964286,0.000000,0.975930,0.986976,162.388229
57.000000,0.035088,-95.254379,0.964912,0.000000,0.975490,1.097735,143.946579
58.000000,0.034483,-95.325851,0.965517,0.000000,0.975250,1.097735,130.743591
59.000000,0.033898,-95.476265,0.966102,0.000000,0.974860,1.381335,126.081383
60.000000,0.033333,-95.584991,0.966667,0.000000,0.974730,1.381335,132.564575
61.000000,0.032787,-95.642616,0.967213,0.000000,0.974580,1.381335,149.396652
62.000000,0.032258,-95.801605,0.967742,0.000000,0.974050,1.448806,154.013184
63.000000,0.031746,-95.884125,0.968254,0.000000,0.973580,1.448806,150.989334
64.000000,0.031250,-95.923431,0.968750,0.000000,0.973300,1.545566,146.324860
65.000000,0.030769,-96.038452,0.969231,0.000000,0.973010,1.545566,162.293701
66.000000,0.030303,-96.118172,0.969697,0.000000,0.972840,1.545566,163.383286
67.000000,0.029851,-96.219391,0.970149,0.000000,0.972650,1.532688,161.956711
68.000000,0.029412,-96.310280,0.970588,0.000000,0.972470,1.532688,165.122665
69.000000,0.028986,-96.405785,0.971014,0.000000,0.972250,1.532688,168.605881
70.000000,0.028571,-96.535698,0.971429,0.000000,0.971540,1.532688,162.374176
71.000000,0.028169,-96.584496,0.971831,0.000000,0.971300,1.532688,160.082077
72.000000,0.027778,-96.851372,0.972222,0.000000,0.969430,1.258382,153.053802
73.000000,0.027397,-96.954781,0.972603,0.000000,0.969060,1.243096,149.438034
74.000000,0.027027,-97.029709,0.972973,0.000000,0.968830,1.141769,145.825089
75.000000,0.026667,-97.101318,0.973333,0.000000,0.968230,1.141769,172.254227
76.000000,0.026316,-97.144714,0.973684,0.000000,0.967790,1.064180,169.394699
77.000000,0.025974,-97.279205,0.974026,0.000000,0.967100,1.064180,145.174805
78.000000,0.025641,-97.424339,0.974359,0.000000,0.965920,1.071290,149.143860
79.000000,0.025316,-97.468338,0.974684,0.000000,0.965650,1.071290,147.790222
80.000000,0.025000,-97.508736,0.975000,0.000000,0.965420,1.077721,145.897217
81.000000,0.024691,-97.664185,0.975309,0.000000,0.964690,0.977744,146.856461
82.000000,0.024390,-97.752426,0.975610,0.000000,0.963920,0.977744,161.773056
83.000000,0.024096,-97.790344,0.975904,0.000000,0.963320,1.113001,138.572784
84.000000,0.023810,-97.865456,0.976190,0.000000,0.961990,1.158566,132.492828
85.000000,0.023529,-97.968208,0.976471,0.000000,0.961180,1.184602,119.815247
86.000000,0.023256,-98.022064,0.976744,0.000000,0.961020,1.204318,125.620972
87.000000,0.022989,-98.114906,0.977012,0.000000,0.960250,1.266021,132.211548
88.000000,0.022727,-98.196556,0.977273,0.000000,0.959400,1.343085,135.787735
