Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-106.099998,1.000000,0.000000,0.999467,0.000000,0.000000
2.000000,0.000000,-104.449997,1.000000,0.000000,0.999360,0.000000,0.000000
3.000000,0.000000,-105.133331,1.000000,0.000000,0.999207,0.000000,137.819260
4.000000,0.000000,-104.625000,1.000000,0.000000,0.999020,0.000000,162.752594
5.000000,0.000000,-104.480003,1.000000,0.000000,0.998930,0.000000,181.001755
6.000000,0.000000,-107.166664,1.000000,0.000000,0.998467,0.000000,166.010635
7.000000,0.000000,-106.657143,1.000000,0.000000,0.998377,0.000000,154.977829
8.000000,0.000000,-106.524994,1.000000,0.000000,0.998243,0.000000,160.504333
9.000000,0.000000,-105.211105,1.000000,0.000000,0.997827,0.000000,175.855164
10.000000,0.000000,-105.500000,1.000000,0.000000,0.997577,0.000000,170.403214
11.000000,0.000000,-107.136360,1.000000,0.000000,0.997050,0.000000,131.035873
12.000000,0.000000,-107.299995,1.000000,0.000000,0.996813,0.882373,123.490112
13.000000,0.000000,-106.638458,1.000000,0.000000,0.996710,0.882373,147.725586
14.000000,0.000000,-106.092850,1.000000,0.000000,0.996617,0.882373,152.170135
15.000000,0.000000,-107.540001,1.000000,0.000000,0.995933,0.882373,145.574524
16.000000,0.000000,-107.074997,1.000000,0.000000,0.995787,0.882373,141.147644
17.000000,0.058824,-94.882355,0.941176,0.000000,0.995780,0.882373,139.910767
18.000000,0.055556,-95.550003,0.944444,0.000000,0.995630,0.882373,154.544327
19.000000,0.052632,-96.242104,0.947368,0.000000,0.995420,0.882373,176.081696
20.000000,0.050000,-96.854996,0.950000,0.000000,0.995233,0.473825,183.724884
21.000000,0.047619,-96.966660,0.952381,0.000000,0.995187,0.473825,185.679626
22.000000,0.045455,-98.036354,0.954545,0.000000,0.994650,0.473825,211.428635
23.000000,0.043478,-98.104347,0.956522,0.000000,0.994527,0.473825,224.331772
24.000000,0.041667,-97.904167,0.958333,0.000000,0.993923,0.473825,168.158173
25.000000,0.040000,-97.983994,0.960000,0.000000,0.993810,0.473825,156.227875
26.000000,0.038462,-98.546150,0.961538,0.000000,0.993270,0.473825,155.377991
27.000000,0.037037,-98.962959,0.962963,0.000000,0.992717,0.473825,204.102386
28.000000,0.035714,-99.174995,0.964286,0.000000,0.992590,0.473825,192.283630
29.000000,0.034483,-99.375862,0.965517,0.000000,0.992487,0.473825,174.917953
30.000000,0.033333,-99.689995,0.966667,0.000000,0.991950,0.473825,162.454605
31.000000,0.032258,-100.387100,0.967742,0.000000,0.991370,0.955707,179.199478
32.000000,0.031250,-100.543747,0.968750,0.000000,0.991050,0.657791,161.298599
33.000000,0.030303,-100.624237,0.969697,0.000000,0.990867,0.447552,153.593124
34.000000,0.029412,-100.599998,0.970588,0.000000,0.990850,0.447552,157.090576
35.000000,0.028571,-100.562859,0.971429,0.000000,0.990707,0.447552,152.219299
36.000000,0.027778,-100.930557,0.972222,0.000000,0.990177,0.136652,170.759949
37.000000,0.027027,-101.037834,0.972973,0.000000,0.990070,0.136652,196.012192
38.000000,0.052632,-95.747368,0.947368,0.000000,0.990050,0.136652,194.501953
39.000000,0.051282,-95.823074,0.948718,0.000000,0.989937,0.018664,188.145309
40.000000,0.050000,-95.909996,0.950000,0.000000,0.989843,0.018664,198.474640
41.000000,0.048780,-96.599998,0.951219,0.000000,0.989250,0.018664,150.081375
42.000000,0.047619,-96.978569,0.952381,0.000000,0.988897,0.018664,182.792953
43.000000,0.046512,-97.090698,0.953488,0.000000,0.988467,0.143436,176.485687
44.000000,0.045455,-97.715912,0.954545,0.000000,0.987807,-0.394295,162.616165
45.000000,0.044444,-97.773331,0.955556,0.000000,0.987657,-0.768788,139.154144
46.000000,0.043478,-97.913040,0.956522,0.000000,0.987577,-0.768788,171.647202
47.000000,0.042553,-98.287231,0.957447,0.000000,0.986843,-1.023599,154.731003
48.000000,0.041667,-98.397919,0.958333,0.000000,0.986653,-1.190495,151.826187
49.000000,0.040816,-98.410210,0.959184,0.000000,0.986550,-1.171579,154.118530
50.000000,0.040000,-98.912003,0.960000,0.000000,0.986003,-1.052617,114.839523
51.000000,0.039216,-99.078430,0.960784,0.000000,0.985850,-1.052617,138.159286
52.000000,0.038462,-99.163460,0.961538,0.000000,0.985687,-1.052617,191.002029
53.000000,0.037736,-99.141510,0.962264,0.000000,0.985540,-1.052617,192.813843
54.000000,0.037037,-99.198151,0.962963,0.000000,0.985423,-1.052617,199.923523
55.000000,0.036364,-99.334549,0.963636,0.000000,0.985277,-1.040167,183.156067
56.000000,0.035714,-99.333931,0.964286,0.000000,0.985253,-1.040167,183.626129
57.000000,0.035088,-99.659653,0.964912,0.000000,0.984740,-0.984671,174.549728
58.000000,0.034483,-99.760345,0.965517,0.000000,0.984573,-1.000562,192.331421
59.000000,0.033898,-99.745766,0.966102,0.000000,0.984337,-1.212927,168.512283
60.000000,0.033333,-100.108330,0.966667,0.000000,0.983713,-1.282039,172.896561
61.000000,0.032787,-100.091805,0.967213,0.000000,0.983593,-1.282039,168.581604
62.000000,0.032258,-100.430649,0.967742,0.000000,0.983077,-1.298955,166.633972
63.000000,0.031746,-100.780952,0.968254,0.000000,0.982407,-1.301713,142.250198
64.000000,0.031250,-100.867188,0.968750,0.000000,0.982217,-1.301713,149.489975
65.000000,0.030769,-101.106155,0.969231,0.000000,0.981763,-1.289890,143.650101
66.000000,0.030303,-101.431816,0.969697,0.000000,0.981157,-1.337178,155.665573
67.000000,0.029851,-101.552238,0.970149,0.000000,0.980923,-1.340206,155.348709
68.000000,0.029412,-101.586761,0.970588,0.000000,0.980403,-1.333349,144.760361
69.000000,0.028986,-101.585503,0.971014,0.000000,0.980263,-1.333349,142.546310
70.000000,0.028571,-101.644287,0.971429,0.000000,0.980033,-1.390578,172.906738
71.000000,0.028169,-101.683098,0.971831,0.000000,0.979920,-1.390578,156.480560
72.000000,0.027778,-102.030556,0.972222,0.000000,0.979350,-1.464606,130.454773
73.000000,0.027397,-101.980820,0.972603,0.000000,0.979047,-2.280629,138.277710
74.000000,0.027027,-101.960815,0.972973,0.000000,0.978503,-2.269492,120.035057
75.000000,0.026667,-101.905334,0.973333,0.000000,0.978320,-2.232436,119.180885
76.000000,0.026316,-101.910522,0.973684,0.000000,0.978257,-2.232436,114.976341
77.000000,0.025974,-101.824669,0.974026,0.000000,0.977730,-2.242836,131.437653
78.000000,0.025641,-101.793579,0.974359,0.000000,0.977700,-2.242836,125.875175
79.000000,0.025316,-101.877205,0.974684,0.000000,0.977510,-2.213650,110.059898
80.000000,0.025000,-101.927490,0.975000,0.000000,0.977387,-2.213650,105.455566
81.000000,0.024691,-101.962952,0.975309,0.000000,0.976987,-2.177449,133.042633
82.000000,0.024390,-101.920723,0.975610,0.000000,0.976857,-2.186561,123.319267
