Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-103.500000,1.000000,0.000000,0.999580,0.000000,0.000000
2.000000,0.000000,-101.350006,1.000000,0.000000,0.999440,0.000000,0.000000
3.000000,0.000000,-102.033333,1.000000,0.000000,0.999150,0.000000,0.000000
4.000000,0.000000,-101.925003,1.000000,0.000000,0.998920,0.000000,0.000000
5.000000,0.000000,-102.940002,1.000000,0.000000,0.997400,-0.319539,365.597107
6.000000,0.000000,-102.883331,1.000000,0.000000,0.996910,-0.319539,322.652374
7.000000,0.000000,-102.428574,1.000000,0.000000,0.996760,-0.319539,324.231049
8.000000,0.000000,-102.724998,1.000000,0.000000,0.996430,-0.319539,363.767456
9.000000,0.000000,-102.399994,1.000000,0.000000,0.996380,-0.319539,373.961639
10.000000,0.000000,-103.009995,1.000000,0.000000,0.995640,-0.230084,399.363464
11.000000,0.000000,-102.745453,1.000000,0.000000,0.995440,-0.230084,400.524902
12.000000,0.000000,-102.666664,1.000000,0.000000,0.995170,0.189710,393.456207
13.000000,0.000000,-102.953850,1.000000,0.000000,0.994460,0.189710,378.037598
14.000000,0.000000,-102.814285,1.000000,0.000000,0.994110,0.189710,384.817291
15.000000,0.000000,-102.773331,1.000000,0.000000,0.993970,0.189710,384.013000
16.000000,0.000000,-102.712502,1.000000,0.000000,0.993850,0.189710,386.592743
17.000000,0.000000,-102.776474,1.000000,0.000000,0.993480,0.189710,396.324432
18.000000,0.000000,-102.716667,1.000000,0.000000,0.993380,0.189710,383.860382
19.000000,0.000000,-102.531578,1.000000,0.000000,0.993240,0.189710,383.385529
20.000000,0.000000,-102.370003,1.000000,0.000000,0.993050,-0.267437,418.428497
21.000000,0.000000,-102.433334,1.000000,0.000000,0.992670,-0.267437,465.491302
22.000000,0.000000,-102.577278,1.000000,0.000000,0.992180,-0.267437,527.951050
23.000000,0.000000,-102.508705,1.000000,0.000000,0.992100,-0.267437,529.374268
24.000000,0.000000,-102.654175,1.000000,0.000000,0.991080,-0.267437,506.267578
25.000000,0.040000,-94.544006,0.960000,0.000000,0.991070,-0.267437,500.894897
26.000000,0.038462,-94.730766,0.961538,0.000000,0.990950,-0.267437,508.723572
27.000000,0.037037,-94.922218,0.962963,0.000000,0.990760,-1.091591,476.673279
28.000000,0.035714,-95.117851,0.964286,0.000000,0.990620,-1.091591,493.984833
29.000000,0.034483,-95.320686,0.965517,0.000000,0.990300,-1.091591,502.930420
30.000000,0.033333,-95.633324,0.966667,0.000000,0.989930,-1.091591,524.860352
31.000000,0.032258,-95.838699,0.967742,0.000000,0.989080,-1.091591,447.911133
32.000000,0.031250,-96.156242,0.968750,0.000000,0.988690,-1.091591,419.801666
33.000000,0.030303,-96.315140,0.969697,0.000000,0.988590,-1.091591,447.577271
34.000000,0.029412,-96.408813,0.970588,0.000000,0.988420,-1.091591,440.291199
35.000000,0.028571,-96.762848,0.971429,0.000000,0.987500,-1.091591,457.433075
36.000000,0.027778,-96.888885,0.972222,0.000000,0.987420,-1.091591,460.204987
37.000000,0.027027,-97.008102,0.972973,0.000000,0.987310,-1.091591,471.407654
38.000000,0.026316,-97.210518,0.973684,0.000000,0.986850,-1.091591,460.356476
39.000000,0.025641,-97.346146,0.974359,0.000000,0.986620,-1.091591,468.731323
40.000000,0.025000,-97.469994,0.975000,0.000000,0.986490,-1.091591,469.756378
41.000000,0.024390,-97.658531,0.975610,0.000000,0.986020,-1.091591,465.947693
42.000000,0.023810,-97.802376,0.976190,0.000000,0.985700,-1.091591,455.849243
43.000000,0.023256,-98.190689,0.976744,0.000000,0.984120,-1.917515,413.613434
44.000000,0.022727,-98.413628,0.977273,0.000000,0.983690,-1.917515,418.326111
45.000000,0.022222,-98.468880,0.977778,0.000000,0.983570,-1.917515,409.520538
46.000000,0.021739,-98.536949,0.978261,0.000000,0.983040,-1.917515,405.871063
47.000000,0.021277,-98.602127,0.978723,0.000000,0.982930,-1.917515,400.453613
48.000000,0.020833,-98.652077,0.979167,0.000000,0.982670,-1.720768,397.055450
49.000000,0.020408,-98.695908,0.979592,0.000000,0.982450,-1.720768,427.836243
50.000000,0.020000,-98.817986,0.980000,0.000000,0.981670,-1.720768,403.840088
51.000000,0.019608,-98.839203,0.980392,0.000000,0.981510,-1.720768,408.572601
52.000000,0.019231,-99.038452,0.980769,0.000000,0.980720,-1.560823,419.921112
53.000000,0.018868,-99.090553,0.981132,0.000000,0.980630,-1.560823,395.889099
54.000000,0.018519,-99.381462,0.981481,0.000000,0.979350,-2.542279,390.314484
55.000000,0.018182,-99.558167,0.981818,0.000000,0.978730,-2.296822,366.342377
56.000000,0.017857,-99.573196,0.982143,0.000000,0.978680,-2.208055,361.429077
57.000000,0.017544,-99.656120,0.982456,0.000000,0.978390,-2.208055,367.756683
58.000000,0.017241,-99.653427,0.982759,0.000000,0.978220,-2.208055,366.593018
59.000000,0.016949,-99.869469,0.983051,0.000000,0.976460,-2.115213,352.064148
60.000000,0.016667,-99.908318,0.983333,0.000000,0.976290,-2.039858,339.574249
61.000000,0.016393,-99.937691,0.983607,0.000000,0.976130,-2.039858,326.110382
62.000000,0.016129,-99.972572,0.983871,0.000000,0.975980,-1.943548,325.051941
63.000000,0.015873,-99.990463,0.984127,0.000000,0.975820,-1.943548,328.609344
64.000000,0.015625,-100.223427,0.984375,0.000000,0.974430,-2.249347,350.413574
65.000000,0.015385,-100.253838,0.984615,0.000000,0.974290,-2.185201,354.760681
66.000000,0.015152,-100.286354,0.984848,0.000000,0.973900,-2.092703,319.520020
67.000000,0.014925,-100.283577,0.985075,0.000000,0.973790,-2.043056,315.460083
68.000000,0.014706,-100.314697,0.985294,0.000000,0.972980,-2.114995,302.480103
69.000000,0.014493,-100.304344,0.985507,0.000000,0.972760,-2.042609,305.913147
70.000000,0.014286,-100.395714,0.985714,0.000000,0.972230,-2.549220,308.963531
71.000000,0.014085,-100.398590,0.985915,0.000000,0.971960,-2.419830,328.824799
72.000000,0.013889,-100.411102,0.986111,0.000000,0.971820,-2.419830,336.061005
73.000000,0.013699,-100.395882,0.986301,0.000000,0.971690,-2.419830,334.426392
74.000000,0.013514,-100.479721,0.986486,0.000000,0.970940,-2.290519,339.505249
