Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-103.500000,1.000000,0.000000,0.999730,0.000000,0.000000
2.000000,0.000000,-101.350006,1.000000,0.000000,0.999620,0.000000,0.000000
3.000000,0.000000,-101.200005,1.000000,0.000000,0.999410,0.000000,0.000000
4.000000,0.000000,-100.825005,1.000000,0.000000,0.998690,0.000000,0.000000
5.000000,0.000000,-102.199997,1.000000,0.000000,0.998170,0.000000,0.000000
6.000000,0.000000,-101.750000,1.000000,0.000000,0.998000,0.000000,0.000000
7.000000,0.000000,-103.142860,1.000000,0.000000,0.996330,0.000000,0.000000
8.000000,0.000000,-102.925003,1.000000,0.000000,0.996110,0.000000,0.000000
9.000000,0.000000,-102.877777,1.000000,0.000000,0.995790,nan,0.000000
