Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-102.899994,1.000000,0.000000,0.999790,0.000000,0.000000
2.000000,0.000000,-101.199997,1.000000,0.000000,0.999620,0.000000,0.000000
3.000000,0.000000,-101.599998,1.000000,0.000000,0.999110,0.000000,0.000000
4.000000,0.000000,-102.875000,1.000000,0.000000,0.998070,0.000000,0.000000
5.000000,0.000000,-102.639999,1.000000,0.000000,0.997940,0.000000,0.000000
6.000000,0.000000,-102.116669,1.000000,0.000000,0.997800,0.000000,0.000000
7.000000,0.000000,-102.428574,1.000000,0.000000,0.997480,0.000000,0.000000
8.000000,0.000000,-102.412498,1.000000,0.000000,0.997080,0.000000,0.000000
9.000000,0.000000,-102.088890,1.000000,0.000000,0.996910,0.000000,0.000000
