Episodes,Success,Mean Reward,Mean Collision,Mean Sharp Corner,Epsilon,Mean Value,Mean Loss
1.000000,0.000000,-124.300018,1.000000,0.000000,0.999433,0.000000,0.000000
2.000000,0.000000,-114.250015,1.000000,0.000000,0.999293,0.000000,105.780792
3.000000,0.000000,-110.466675,1.000000,0.000000,0.999170,0.000000,150.282745
4.000000,0.000000,-111.000000,1.000000,0.000000,0.998710,0.000000,140.232040
5.000000,0.000000,-110.259995,1.000000,0.000000,0.998563,0.000000,169.947357
6.000000,0.000000,-108.799995,1.000000,0.000000,0.998533,0.000000,170.987228
7.000000,0.000000,-107.457138,1.000000,0.000000,0.998403,0.000000,202.818344
8.000000,0.000000,-106.362495,1.000000,0.000000,0.998250,0.000000,231.653992
